序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
203,002490,山东墨龙,2025-11-13,2家机构买入，成功率22.32%,8.45,5.2304,-72239855.0,122869118.0,195108973.0,317978091.0,1386240474.0,-5.211206594737,22.938162386968,32.0347,4577550900.0,日振幅值达到15%的前5只证券,-3.19526627,,,
204,002492,恒基达鑫,2025-11-12,2家机构卖出，成功率58.05%,8.37,-10.0,-56676402.02,41883440.0,98559842.02,140443282.02,263593606.0,-21.501432785134,53.280230940048,7.6837,3329876648.25,日跌幅偏离值达到7%的前5只证券,-0.71684588,1.55316607,,
205,002506,协鑫集成,2025-11-11,主力做T，成功率52.24%,2.96,10.0372,109388038.0,223128994.0,113740956.0,336869950.0,1250563435.0,8.747100302033,26.937453996486,7.3205,17299516579.92,日涨幅偏离值达到7%的前5只证券,5.74324324,7.09459459,,
206,002513,蓝丰生化,2025-11-11,4家机构买入，成功率15.95%,9.5,7.2235,10668161.87,121863967.51,111195805.64,233059773.15,892892787.0,1.194786431845,26.101652577243,36.4034,2519361202.0,日换手率达到20%的前5只证券,-4.63157895,-2.73684211,,
207,002513,蓝丰生化,2025-11-10,3家机构买入，成功率21.40%,8.86,0.3398,-55516102.0,112985141.0,168501243.0,281486384.0,1016817752.0,-5.459788825559,27.683071371083,42.3925,2349635815.76,日换手率达到20%的前5只证券,7.2234763,2.25733634,,
208,002513,蓝丰生化,2025-11-07,3家机构买入，成功率43.71%,8.83,7.4209,95672996.12,166968987.12,71295991.0,238264978.12,994555189.0,9.619676934791,23.956938815992,42.5556,2341679938.28,日换手率达到20%的前5只证券,0.33975085,7.58776897,6.79501699,
209,002518,科士达,2025-11-07,2家机构买入，成功率46.16%,53.6,9.9938,67630968.85,588834640.33,521203671.48,1110038311.81,2655179953.0,2.547133152824,41.806519010352,5.1709,30291526190.4,连续三个交易日内，涨幅偏离值累计达到20%的证券,-6.54850746,-8.30223881,-14.38432836,
210,002549,凯美特气,2025-11-03,3家机构卖出，成功率19.07%,24.49,-9.9632,-236237051.43,234625099.63,470862151.06,705487250.69,3026650569.0,-7.805230436894,23.30917410539,17.623,16955884791.74,日跌幅偏离值达到7%的前5只证券,-4.6957942,-6.85994283,-8.94242548,
211,002569,*ST步森,2025-11-14,2家机构买入，成功率23.96%,11.91,5.0265,-3439287.0,19026306.0,22465593.0,41491899.0,110989236.0,-3.09875725246,37.383714399115,2.0034,1666881021.75,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,,,,
212,002569,*ST步森,2025-11-04,4家机构买入，成功率48.16%,10.42,4.829,12000578.95,37843915.95,25843337.0,63687252.95,124843112.0,9.612527882195,51.013830022116,4.0107,1458345948.5,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,1.43953935,1.72744722,-0.86372361,
213,002578,闽发铝业,2025-11-14,1家机构买入，成功率30.80%,5.0,2.6694,1611334.75,213752235.69,212140900.94,425893136.63,3463792205.0,0.046519382649,12.295574082511,36.6286,4305812805.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
214,002591,恒大高新,2025-11-07,浙江资金卖出，成功率25.50%,7.39,-9.9878,-25710681.2,46382217.8,72092899.0,118475116.8,783258097.0,-3.2825298964,15.125935787166,46.4985,1651757094.18,日换手率达到20%的前5只证券,-1.62381597,-4.19485792,-1.75913396,
215,002591,恒大高新,2025-11-07,浙江资金卖出，成功率25.50%,7.39,-9.9878,-25710681.2,46382217.8,72092899.0,118475116.8,783258097.0,-3.2825298964,15.125935787166,46.4985,1651757094.18,日跌幅偏离值达到7%的前5只证券,-1.62381597,-4.19485792,-1.75913396,
216,002591,恒大高新,2025-11-06,2家机构买入，成功率17.11%,8.21,10.0536,-56243849.0,98486069.0,154729918.0,253215987.0,860357012.0,-6.537268624016,29.431501512537,4.1046,1835037313.02,连续三个交易日内，涨幅偏离值累计达到20%的证券,-9.98781973,-11.44945189,-14.85992692,
217,002591,恒大高新,2025-11-03,2家机构买入，成功率45.63%,6.82,5.5728,12210320.96,120777726.96,108567406.0,229345132.96,476305221.0,2.563549678159,48.150875289272,30.9939,1524354990.84,日换手率达到20%的前5只证券,-0.58651026,9.38416422,6.59824047,
218,002611,东方精工,2025-11-04,1家机构买入，成功率22.52%,21.36,2.201,297228882.2,1648935141.42,1351706259.22,3000641400.64,17586014280.0,1.690143528076,17.062657591792,31.4045,21406943021.52,连续三个交易日内，涨幅偏离值累计达到20%的证券,2.24719101,-0.70224719,-7.77153558,
219,002611,东方精工,2025-11-03,主力做T，成功率21.19%,20.9,10.0,-104004329.42,670863535.31,774867864.73,1445731400.04,6358037792.0,-1.635792878596,22.738641186737,31.1164,20945932076.3,日换手率达到20%的前5只证券,2.20095694,4.49760766,-4.68899522,
220,002611,东方精工,2025-11-03,主力做T，成功率21.19%,20.9,10.0,-104004329.42,670863535.31,774867864.73,1445731400.04,6358037792.0,-1.635792878596,22.738641186737,31.1164,20945932076.3,日涨幅偏离值达到7%的前5只证券,2.20095694,4.49760766,-4.68899522,
221,002636,金安国纪,2025-11-11,3家机构卖出，成功率41.20%,16.7,-7.2222,78822761.28,330943377.71,252120616.43,583063994.14,1890540617.0,4.169323873352,30.841124961665,14.9609,12096067463.9,日振幅值达到15%的前5只证券,6.10778443,2.75449102,,
222,002636,金安国纪,2025-11-03,1家机构卖出，成功率40.48%,14.81,-9.9696,-81829540.41,86351581.0,168181121.41,254532702.41,1045391832.0,-7.82764298564,24.348066879673,9.67,10727111325.77,日跌幅偏离值达到7%的前5只证券,-2.70087779,7.02228224,21.53950034,
223,002639,雪人集团,2025-11-11,2家机构卖出，成功率21.95%,14.1,-6.0,-280591123.77,355321591.5,635912715.27,991234306.77,3634075518.0,-7.721114280102,27.276106450191,39.0303,9173732214.6,日换手率达到20%的前5只证券,-5.60283688,-2.41134752,,
224,002639,雪人集团,2025-11-10,主力做T，成功率46.25%,15.0,7.4499,148892428.89,598756932.37,449864503.48,1048621435.85,4818091718.0,3.090278010561,21.764248113676,50.847,9759289590.0,日换手率达到20%的前5只证券,-6.0,-11.26666667,,
225,002639,雪人集团,2025-11-07,1家机构买入，成功率33.11%,13.96,4.4129,54204920.9,509769288.15,455564367.25,965333655.4,4374786925.0,1.239029964871,22.065843935931,48.1274,9082645511.76,日换手率达到20%的前5只证券,7.44985673,1.00286533,2.22063037,
226,002639,雪人集团,2025-11-06,主力做T，成功率35.88%,13.37,-2.4088,-220494302.63,431737519.38,652231822.01,1083969341.39,5160145771.0,-4.273024686031,21.006564339362,57.2294,8698780121.22,日换手率达到20%的前5只证券,4.41286462,12.19147345,2.91697831,
227,002639,雪人集团,2025-11-05,普通席位买入，成功率54.42%,13.7,10.0402,119004088.73,705923247.08,586919158.35,1292842405.43,4890992846.0,2.433127433979,26.433128122183,30.9819,8913484492.2,连续三个交易日内，涨幅偏离值累计达到20%的证券,-2.40875912,1.89781022,-2.84671533,
228,002639,雪人集团,2025-11-05,主力做T，成功率42.19%,13.7,10.0402,45536075.71,405563487.0,360027411.29,765590898.29,2740849322.0,1.661385591119,27.932615344624,30.9819,8913484492.2,日涨幅偏离值达到7%的前5只证券,-2.40875912,1.89781022,-2.84671533,
229,002639,雪人集团,2025-11-04,普通席位买入，成功率53.04%,12.45,9.9823,90923708.23,448395302.08,357471593.85,805866895.93,2150143524.0,4.228727394944,37.479679236985,27.5464,8100210359.7,日涨幅偏离值达到7%的前5只证券,10.04016064,7.38955823,13.25301205,
230,002654,万润科技,2025-11-10,3家机构买入，成功率46.34%,17.16,10.0,195125281.02,401081685.79,205956404.77,607038090.56,2603683852.0,7.494200222124,23.314585221002,18.5098,14504362055.04,日涨幅偏离值达到7%的前5只证券,-1.80652681,-0.81585082,,
231,002679,福建金森,2025-11-06,3家机构卖出，成功率16.25%,13.28,-10.0271,-16619033.0,31546283.0,48165316.0,79711599.0,382476790.0,-4.34510888883,20.840898345753,12.037,3130839680.0,日跌幅偏离值达到7%的前5只证券,2.48493976,1.43072289,13.17771084,
232,002679,福建金森,2025-11-04,3家机构买入，成功率45.92%,15.14,10.0291,27804359.71,71349647.72,43545288.01,114894935.73,574641103.0,4.838560897375,19.994207711591,17.4739,3569345840.0,日振幅值达到15%的前5只证券,-2.50990753,-12.28533686,-10.36988111,
233,002682,龙洲股份,2025-11-14,买一主买，成功率38.16%,6.48,10.017,67649435.4,91890112.45,24240677.05,116130789.5,332447132.0,20.348930367671,34.932107490703,2.0725,3644094057.12,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
234,002691,冀凯股份,2025-11-13,浙江资金买入，成功率22.11%,11.32,10.0097,34734674.52,119302554.6,84567880.08,203870434.68,899755309.0,3.860457856993,22.658430869009,24.7689,3803297052.6,日振幅值达到15%的前5只证券,-6.44876325,,,
235,002691,冀凯股份,2025-11-12,主力做T，成功率36.74%,10.29,10.0535,21515123.0,91970971.0,70455848.0,162426819.0,447842899.0,4.804167498925,36.268704798644,8.9627,3457237338.45,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.00971817,2.9154519,,
236,002706,良信股份,2025-11-10,主力做T，成功率43.34%,11.66,-10.0309,-89946534.96,215033358.4,304979893.36,520013251.76,1936025787.0,-4.645936823981,26.859830858234,17.664,10668778619.4,日跌幅偏离值达到7%的前5只证券,2.5728988,-1.45797599,,
237,002709,天赐材料,2025-11-13,1家机构买入，成功率44.66%,47.2,9.9977,768177067.44,1294488056.03,526310988.59,1820799044.62,6609097394.0,11.62302537919,27.549889736426,10.0155,67508824900.8,日涨幅偏离值达到7%的前5只证券,-1.25,,,
238,002713,*ST东易,2025-11-13,主力做T，成功率12.00%,17.66,4.9941,0.0,3300734443.78,3300734443.78,6601468887.56,3300734443.78,0.0,200.0,0.141,7267104675.46,严重异常期间4次出现正向异常波动的证券,,,,
239,002713,*ST东易,2025-11-13,普通席位买入，成功率33.33%,17.66,4.9941,1511132.0,11123636.0,9612504.0,20736140.0,35064178.0,4.309617638834,59.137676063588,0.141,7267104675.46,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,,,,
240,002713,*ST东易,2025-11-10,西藏自治区资金买入，成功率28.55%,15.26,5.0241,-3774960.26000001,124921992.16,128696952.42,253618944.58,1430346269.0,-0.263919327915,17.731296964707,1.1765,6279502681.06,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,4.98034076,10.22280472,,
241,002713,*ST东易,2025-11-05,西藏自治区资金买入，成功率7.88%,13.18,5.0199,-13801720.89,56780719.4,70582440.29,127363159.69,626324869.0,-2.203604163449,20.334999613435,1.7806,5423580952.58,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.00758725,10.24279211,27.61760243,
242,002728,特一药业,2025-11-14,1家机构买入，成功率32.91%,15.21,9.9783,45394135.2,220038949.34,174644814.14,394683763.48,2440150124.0,1.860300919748,16.17456891681,44.1068,5731346202.66,日换手率达到20%的前5只证券,,,,
243,002728,特一药业,2025-11-14,1家机构买入，成功率32.91%,15.21,9.9783,45394135.2,220038949.34,174644814.14,394683763.48,2440150124.0,1.860300919748,16.17456891681,44.1068,5731346202.66,日涨幅偏离值达到7%的前5只证券,,,,
244,002728,特一药业,2025-11-13,2家机构买入，成功率44.89%,13.83,3.132,-5721006.22999999,187648820.75,193369826.98,381018647.73,1894195092.0,-0.302028352526,20.115068893337,37.942,5211342405.18,日换手率达到20%的前5只证券,9.97830803,,,
245,002728,特一药业,2025-11-13,2家机构买入，成功率44.89%,13.83,3.132,-5721006.22999999,187648820.75,193369826.98,381018647.73,1894195092.0,-0.302028352526,20.115068893337,37.942,5211342405.18,日振幅值达到15%的前5只证券,9.97830803,,,
246,002728,特一药业,2025-11-12,1家机构买入，成功率30.26%,13.41,5.094,-104359409.73,201094806.19,305454215.92,506549022.11,2292668190.0,-4.551875852999,22.09430149201,44.8084,5053080379.86,日换手率达到20%的前5只证券,3.13199105,13.42281879,,
247,002728,特一药业,2025-11-03,3家机构买入，成功率27.41%,11.29,2.7298,-31019078.08,126829103.6,157848181.68,284677285.28,1100069123.0,-2.819738999256,25.878127049295,26.0089,4254233966.34,日换手率达到20%的前5只证券,0.79716563,4.87156776,2.74579274,
248,002733,雄韬股份,2025-11-11,2家机构买入，成功率48.90%,25.36,10.0217,79294219.78,247447089.74,168152869.96,415599959.7,1341257561.0,5.911930868884,30.985842822772,14.7052,9354359568.24,日涨幅偏离值达到7%的前5只证券,-2.72082019,-3.66719243,,
249,002759,天际股份,2025-11-13,4家机构买入，成功率3.97%,48.42,3.6609,-694982416.99,1661113456.6,2356095873.59,4017209330.19,18640472143.0,-3.728352005563,21.551006323081,28.2555,24255616143.06,连续三个交易日内，涨幅偏离值累计达到20%的证券,-6.15448162,,,
250,002759,天际股份,2025-11-13,西藏自治区资金买入，成功率32.12%,48.42,3.6609,-379553337.57,364592033.57,744145371.14,1108737404.71,6788513204.0,-5.59111142844,16.332551346541,28.2555,24255616143.06,日振幅值达到15%的前5只证券,-6.15448162,,,
251,002759,天际股份,2025-11-12,5家机构买入，成功率14.05%,46.71,10.0094,-77173016.73,748719415.51,825892432.24,1574611847.75,6067076970.0,-1.271996665142,25.953385057352,28.6645,23399005164.03,日涨幅偏离值达到7%的前5只证券,3.66088632,-2.71890387,,
252,002759,天际股份,2025-11-12,5家机构买入，成功率14.05%,46.71,10.0094,-77173016.73,748719415.51,825892432.24,1574611847.75,6067076970.0,-1.271996665142,25.953385057352,28.6645,23399005164.03,日振幅值达到15%的前5只证券,3.66088632,-2.71890387,,
253,002759,天际股份,2025-11-12,主力做T，成功率5.81%,46.71,10.0094,0.0,88801339076.65,88801339076.65,177602678153.3,88801339076.65,0.0,200.0,28.6645,23399005164.03,严重异常期间日收盘价格涨幅偏离值累计达到200%的证券,3.66088632,-2.71890387,,
254,002759,天际股份,2025-11-10,3家机构买入，成功率36.60%,39.82,10.0,124521999.97,561746834.07,437224834.1,998971668.17,3617803147.0,3.441923037555,27.612659605274,18.264,19947514143.26,日涨幅偏离值达到7%的前5只证券,6.62983425,17.30286288,,
255,002759,天际股份,2025-11-10,4家机构买入，成功率39.00%,39.82,10.0,273613814.44,884434783.16,610820968.72,1495255751.88,5954595067.0,4.595002873602,25.110956077712,18.264,19947514143.26,连续三个交易日内，涨幅偏离值累计达到20%的证券,6.62983425,17.30286288,,
256,002759,天际股份,2025-11-07,2家机构买入，成功率47.86%,36.2,9.997,191874711.35,430710337.57,238835626.22,669545963.79,2336791920.0,8.211031102418,28.652357022443,13.2785,18134103766.6,日涨幅偏离值达到7%的前5只证券,10.0,17.29281768,25.52486188,
257,002780,三夫户外,2025-11-14,主力做T，成功率38.05%,19.2,10.0287,-16953888.4,143763585.25,160717473.65,304481058.9,1505418415.0,-1.126191112788,20.225676520637,41.9144,2508532492.8,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
258,002780,三夫户外,2025-11-14,1家机构买入，成功率54.53%,19.2,10.0287,-15813628.25,94073554.1,109887182.35,203960736.45,1027785423.0,-1.538611844079,19.844680794816,41.9144,2508532492.8,日换手率达到20%的前5只证券,,,,
259,002789,*ST建艺,2025-11-03,四川资金买入，成功率36.89%,11.74,5.0089,118454.0,25864494.0,25746040.0,51610534.0,138482102.0,0.085537407571,37.268739609397,2.102,1836912002.26,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,1.19250426,3.57751278,-2.47018739,
260,002790,瑞尔特,2025-11-04,主力做T，成功率8.26%,9.86,-9.9543,-46477177.71,39998510.12,86475687.83,126474197.95,627547280.0,-7.40616351807,20.153732153855,23.9049,2570477350.0,日跌幅偏离值达到7%的前5只证券,-1.31845842,-7.20081136,-7.50507099,
261,002790,瑞尔特,2025-11-03,主力做T，成功率41.43%,10.95,-8.9018,-48027726.29,109356641.39,157384367.68,266741009.07,885525647.0,-5.423640348838,30.12233580966,30.5319,2854637625.0,日振幅值达到15%的前5只证券,-9.9543379,-11.14155251,-15.89041096,
262,002790,瑞尔特,2025-11-03,主力做T，成功率41.43%,10.95,-8.9018,-48027726.29,109356641.39,157384367.68,266741009.07,885525647.0,-5.423640348838,30.12233580966,30.5319,2854637625.0,日换手率达到20%的前5只证券,-9.9543379,-11.14155251,-15.89041096,
263,002805,丰元股份,2025-11-14,4家机构买入，成功率44.69%,21.68,9.9949,84967392.98,234026184.98,149058792.0,383084976.98,1577659612.0,5.385660654156,24.281852312513,12.2062,6038803524.64,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
264,002822,*ST中装,2025-11-14,买一主买，成功率26.55%,4.17,5.0378,16077451.88,33272121.89,17194670.01,50466791.9,169125525.0,9.506224373879,29.839843453553,0.664,3367694085.0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,,,,
265,002837,英维克,2025-11-13,2家机构买入，成功率41.45%,73.71,9.9985,468706794.98,1059449967.02,590743172.04,1650193139.06,6293591775.0,7.447365697309,26.220212528163,10.3064,62667871238.7,日涨幅偏离值达到7%的前5只证券,-4.8026048,,,
266,002851,麦格米特,2025-11-06,2家机构买入，成功率51.41%,84.16,9.9987,512312528.36,690909883.73,178597355.37,869507239.1,3604411119.0,14.213487625189,24.12342017581,9.6196,38535484701.76,日涨幅偏离值达到7%的前5只证券,2.32889734,1.22385932,-6.89163498,
267,002864,盘龙药业,2025-11-14,4家机构卖出，成功率31.93%,38.62,-1.4796,-30629253.17,87117847.8,117747100.97,204864948.77,1159029340.0,-2.642664177078,17.675561929261,38.7888,2865245915.36,日换手率达到20%的前5只证券,,,,
268,002864,盘龙药业,2025-11-13,3家机构买入，成功率32.07%,39.2,9.9888,-50053640.61,104874775.67,154928416.28,259803191.95,1531541713.0,-3.268186572075,16.963507408564,32.043,2908276537.6,连续三个交易日内，涨幅偏离值累计达到20%的证券,-1.47959184,,,
269,002868,*ST绿康,2025-11-13,2家机构买入，成功率47.23%,38.61,5.0041,-10450321.5,43645294.0,54095615.5,97740909.5,254179101.0,-4.111400763826,38.453558579547,0.4077,5947546870.98,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,4.998705,,,
270,002868,*ST绿康,2025-11-10,1家机构买入，成功率54.11%,33.35,5.0063,-4014905.5,28258221.5,32273127.0,60531348.5,151937908.0,-2.642464644176,39.839530040127,0.3379,5137287960.3,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.00749625,10.25487256,,
271,002869,金溢科技,2025-11-11,1家机构卖出，成功率39.03%,26.28,-8.4321,2192109.61,105639373.33,103447263.72,209086637.05,427667951.0,0.512572804409,48.889947577578,10.0596,4191964953.12,日跌幅偏离值达到7%的前5只证券,0.19025875,-0.152207,,
272,002885,京泉华,2025-11-12,2家机构卖出，成功率30.34%,30.03,-10.009,-45226245.19,187085575.53,232311820.72,419397396.25,1406718452.0,-3.215017555624,29.813883201271,19.924,6934156819.59,日跌幅偏离值达到7%的前5只证券,-1.83150183,-6.09390609,,
273,002885,京泉华,2025-11-07,2家机构买入，成功率31.85%,35.96,5.8893,25289926.9,447420867.53,422130940.63,869551808.16,3012140142.0,0.839599942492,28.86823876603,36.6897,8303439201.88,日换手率达到20%的前5只证券,-6.42380423,-7.20244716,-21.57953281,
274,002885,京泉华,2025-11-07,4家机构买入，成功率4.17%,35.96,5.8893,2043955.65999997,1040787749.38,1038743793.72,2079531543.1,8674730359.0,0.023562180903,23.972290284994,36.6897,8303439201.88,连续三个交易日内，涨幅偏离值累计达到20%的证券,-6.42380423,-7.20244716,-21.57953281,
275,002885,京泉华,2025-11-06,4家机构买入，成功率16.34%,33.96,5.3023,-104161938.87,400530333.11,504692271.98,905222605.09,3331662509.0,-3.126425278329,27.170297190807,42.8295,7841623895.88,日换手率达到20%的前5只证券,5.88928151,-0.91283863,-13.19199058,
276,002885,京泉华,2025-11-05,4家机构买入，成功率39.43%,32.25,9.9932,29925557.45,353608666.83,323683109.38,677291776.21,2330927707.0,1.28384751531,29.056747413317,34.643,7446771809.25,日换手率达到20%的前5只证券,5.30232558,11.50387597,-6.88372093,
277,002885,京泉华,2025-11-05,4家机构买入，成功率39.43%,32.25,9.9932,29925557.45,353608666.83,323683109.38,677291776.21,2330927707.0,1.28384751531,29.056747413317,34.643,7446771809.25,日涨幅偏离值达到7%的前5只证券,5.30232558,11.50387597,-6.88372093,
278,002885,京泉华,2025-11-05,4家机构买入，成功率39.43%,32.25,9.9932,29925557.45,353608666.83,323683109.38,677291776.21,2330927707.0,1.28384751531,29.056747413317,34.643,7446771809.25,日振幅值达到15%的前5只证券,5.30232558,11.50387597,-6.88372093,
279,002885,京泉华,2025-11-04,2家机构买入，成功率57.81%,29.32,10.0188,63797367.47,423027460.98,359230093.51,782257554.49,2416438568.0,2.640140259092,32.372333600744,36.4656,6770212385.96,日涨幅偏离值达到7%的前5只证券,9.99317872,15.82537517,13.81309686,
280,002885,京泉华,2025-11-04,2家机构买入，成功率57.81%,29.32,10.0188,63797367.47,423027460.98,359230093.51,782257554.49,2416438568.0,2.640140259092,32.372333600744,36.4656,6770212385.96,日换手率达到20%的前5只证券,9.99317872,15.82537517,13.81309686,
281,002885,京泉华,2025-11-04,2家机构买入，成功率53.09%,29.32,10.0188,67657870.67,564045185.98,496387315.31,1060432501.29,3452803043.0,1.959505648814,30.712221000843,36.4656,6770212385.96,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.99317872,15.82537517,13.81309686,
282,002922,伊戈尔,2025-11-07,3家机构买入，成功率8.44%,32.85,3.8243,-28684668.48,899332156.54,928016825.02,1827348981.56,5789532498.0,-0.495457422338,31.562979950303,16.6502,12319695423.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-3.92694064,-5.78386606,-11.81126332,
283,002922,伊戈尔,2025-11-05,2家机构买入，成功率46.61%,29.61,9.9926,165193546.03,374656112.94,209462566.91,584118679.85,1322436412.0,12.491605988084,44.169887833518,12.65,11104602175.8,日振幅值达到15%的前5只证券,6.85579196,10.94224924,2.33029382,
284,002927,泰永长征,2025-11-13,3家机构卖出，成功率17.33%,19.06,-6.5228,-37028642.94,67970171.94,104998814.88,172968986.82,709457466.0,-5.219290051139,24.38045902811,16.6569,4207263077.92,日跌幅偏离值达到7%的前5只证券,-2.99055614,,,
285,002971,和远气体,2025-11-14,2家机构卖出，成功率42.35%,35.21,-9.9949,-47943067.3,68470768.2,116413835.5,184884603.7,461399705.0,-10.39078845965,40.070377526574,7.983,5668970064.66,日跌幅偏离值达到7%的前5只证券,,,,
286,003018,金富科技,2025-11-14,主力做T，成功率12.53%,15.2,-10.0059,-36322818.35,44794645.0,81117463.35,125912108.35,530964347.0,-6.840914753547,23.71385368178,34.3065,1489279660.0,日跌幅偏离值达到7%的前5只证券,,,,
287,003018,金富科技,2025-11-13,普通席位买入，成功率34.57%,16.89,10.0326,-62257931.88,144348820.68,206606752.56,350955573.24,886588659.0,-7.022189066824,39.584938254889,10.7074,1654864043.25,连续三个交易日内，涨幅偏离值累计达到20%的证券,-10.00592066,,,
288,003026,中晶科技,2025-11-05,2家机构卖出，成功率30.41%,32.21,-6.5564,-2320254.97,29475528.9,31795783.87,61271312.77,235221661.0,-0.986412118738,26.048329269301,7.6016,3082345999.52,日跌幅偏离值达到7%的前5只证券,0.90034151,0.27941633,2.98044086,
289,003036,泰坦股份,2025-11-03,浙江资金卖出，成功率29.72%,18.16,-9.9206,-42827793.43,41576038.0,84403831.43,125979869.43,542499675.0,-7.894528864003,23.222109659328,13.2464,3927391849.36,日跌幅偏离值达到7%的前5只证券,-5.61674009,-6.82819383,-2.64317181,
290,003036,泰坦股份,2025-11-03,浙江资金卖出，成功率29.72%,18.16,-9.9206,-42827793.43,41576038.0,84403831.43,125979869.43,542499675.0,-7.894528864003,23.222109659328,13.2464,3927391849.36,日振幅值达到15%的前5只证券,-5.61674009,-6.82819383,-2.64317181,
291,003041,真爱美家,2025-11-14,买一主买，成功率61.14%,41.02,10.0027,9254799.04,40222243.04,30967444.0,71189687.04,47434851.0,19.510547297809,150.078867202513,0.7539,5612495868.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
292,003041,真爱美家,2025-11-03,4家机构买入，成功率20.74%,32.19,7.1571,6656373.36,93778322.36,87121949.0,180900271.36,407448687.0,1.633671569544,44.39829532694,9.5768,4404345246.0,日振幅值达到15%的前5只证券,-4.25598012,5.31220876,,
293,113575,东时转债,2025-11-14,,193.999,-16.5621,7431820.0,120122600.0,112690780.0,232813380.0,1022121810.0,0.727097291858,22.777459371501,,,"非上市首日,当日收盘价跌幅达15%的前五只可转债",,,,
294,113575,东时转债,2025-11-11,,232.004,19.9998,1134130.0,573818170.0,572684040.0,1146502210.0,3228092710.0,0.035133129742,35.516396615511,,,"非上市首日,当日收盘价涨幅达15%的前五只可转债",,,,
295,113575,东时转债,2025-11-11,,232.004,19.9998,63660.0,1196579450.0,1196515790.0,2393095240.0,6581967770.0,0.000967187963,36.358355489182,,,连续3个交易日内日收盘价格涨幅偏离值达到30%的可转债,,,,
296,113575,东时转债,2025-11-10,,193.337,20.0001,-1144060.0,638915150.0,640059210.0,1278974360.0,3353875060.0,-0.034111586733,38.134227933941,,,"非上市首日,当日收盘价涨幅达15%的前五只可转债",,,,
297,113687,振华转债,2025-11-06,,438.276,20.0,-2072890.0,3655555170.0,3657628060.0,7313183230.0,15872940660.0,-0.01305926888,46.073272663517,,,连续3个交易日内日收盘价格涨幅偏离值达到30%的可转债,,,,
298,113687,振华转债,2025-11-06,,438.276,20.0,1221990.0,1398884680.0,1397662690.0,2796547370.0,6039173550.0,0.020234391178,46.306789279139,,,"非上市首日,当日收盘价涨幅达15%的前五只可转债",,,,
299,123234,中能转债,2025-11-05,,184.8,20.0,6280292.81999993,1195212419.53,1188932126.71,2384144546.24,6150425034.0,0.102111525387,38.763898967312,,,日涨幅达到15%的前5只可转债,,,,
300,123234,中能转债,2025-11-05,,184.8,20.0,-1599048.87000012,2132377652.81,2133976701.68,4266354354.49,10423522909.0,-0.015340771867,40.93006166664,,,连续三个交易日内，涨幅偏离值累计达到30%的可转债,,,,
301,123259,锦浪转02,2025-11-06,,145.0,45.0,61031741.0,116120380.0,55088639.0,171209019.0,410613204.0,14.863560257064,41.69593606152,,,上市首日可转债,,,,
302,127019,国城转债,2025-11-11,,190.0,9.6877,2445124.34000015,2172585507.5,2170140383.16,4342725890.66,10666085793.0,0.022924289073,40.715272452712,,,连续三个交易日内，涨幅偏离值累计达到30%的可转债,,,,
303,127096,泰坦转债,2025-11-03,,162.0,-16.7331,-3716995.12,203325379.28,207042374.4,410367753.68,1159543857.0,-0.32055666524,35.390446959179,,,日跌幅达到15%的前5只可转债,,,,
304,300062,中能电气,2025-11-14,4家机构买入，成功率15.81%,11.61,6.3187,-7001407.95000002,172745634.85,179747042.8,352492677.65,2242255273.0,-0.312248477428,15.720452612801,51.5875,4482818335.17,日换手率达到30%的前5只证券,,,,
305,300062,中能电气,2025-11-13,4家机构买入，成功率41.05%,10.92,1.676,51986317.31,199836037.52,147849720.21,347685757.73,1912867371.0,2.717716768979,18.176156015889,46.19,4216397607.24,日换手率达到30%的前5只证券,6.31868132,,,
306,300062,中能电气,2025-11-12,西藏自治区资金买入，成功率33.78%,10.74,1.9943,-45163563.53,155047659.63,200211223.16,355258882.79,1820273366.0,-2.481141809444,19.516787391702,43.8258,4146896547.78,日换手率达到30%的前5只证券,1.67597765,8.10055866,,
